,general_year,general_make,general_model,general_trim,general_fuelType,general_roofType,general_mileage,general_transmission,general_dashWarningLights,general_additionalWarranty,general_transferableWarranty,general_warrantyProvider,outside_liftgateOperation,outside_rustCorrosion,outside_bodyDentsDingsHailDamage,outside_collisionDamage,outside_paintFinish,outside_WindshieldGlass,outside_wiperBlades,outside_washerSprayNozzels,outside_driverSideMirror,outside_driverSideMirrorHeater,outside_passengerSideMirror,outside_passengerSideMirrorHeater,outside_driverFrontWindowGlass,outside_driverFrontWindowGlassOperation,outside_driverRearWindowGlass,outside_driverRearWindowGlassOperation,outside_passengerFrontWindowGlass,outside_passengerFrontWindowGlassOperation,outside_passengerRearWindowGlass,outside_passengerRearWindowGlassOperation,outside_driverPowerSlidingDoors,outside_passengerPowerSlidingDoors,outside_paintScratches,outside_additionalIssuesExterior,tires_driverFrontCondition,tires_driverFrontValveStemCondition,tires_driverFrontTreadDepth,tires_driverFrontPressure,tires_driverFrontBrakePad,tires_driverFrontBreakPadMeasurement,tires_driverFrontRotorCondition,tires_driverFrontSideSwayBar,tires_driverFrontShockStrut,tires_driverFrontCV,tires_driverRearCondition,tires_driverRearValveStemCondition,tires_driverRearTreadDepth,tires_driverRearPressure,tires_driverRearBrakePad,tires_driverRearBreakPadMeasurement,tires_driverRearRotorCondition,tires_driverRearSideSwayBar,tires_driverRearShockStrut,tires_driverRearCV,tires_passengerRearCondition,tires_passengerRearValveStemCondition,tires_passengerRearTreadDepth,tires_passengerRearPressure,tires_passengerRearBrakePad,tires_passengerRearBreakPadMeasurement,tires_passengerRearRotorCondition,tires_passengerRearSideSwayBar,tires_passengerRearShockStrut,tires_passengerRearCV,tires_passengerFrontCondition,tires_passengerFrontValveStemCondition,tires_passengerFrontTreadDepth,tires_passengerFrontBrakePad,tires_passengerFrontBreakPadMeasurement,tires_passengerFrontRotorCondition,tires_passengerFrontSideSwayBar,tires_passengerFrontShockStrut,tires_passengerFrontCV,tires_passengerFrontPressure,tires_aftermarketWheelsTires,tires_oemAvailable,tires_driverFrontTireCondition,tires_driverRearTireCondition,tires_passengerRearTireCondition,tires_passengerFrontTireCondition,tires_oemFactoryWheelsAvailable,tires_extraSetOfWheelsTiresAvailable,tires_secondSetOfTirePartOfDeal,tires_additionalIssuesTires,under_vehicle_frontDifferential,under_vehicle_frontDriveShaft,under_vehicle_transferCase,under_vehicle_rearDriveShaft,under_vehicle_rearDifferential,under_vehicle_mufflerExhaustTips,under_vehicle_additionalIssuesUnderVehicle,under_the_hood_batteryStrength,under_the_hood_engineOilLevel,under_the_hood_engineOilCondition,under_the_hood_powerSteeringFluid,under_the_hood_starter,under_the_hood_driveBelts,under_the_hood_radiatorHosesClamps,under_the_hood_coolantOverflowTank,under_the_hood_brakeFluid,under_the_hood_brakeMasterCylinder,under_the_hood_coolantStrength,under_the_hood_coolantStrengthMeasurement,under_the_hood_transmissionFluid,under_the_hood_waterPumpNoiseLeaks,under_the_hood_alternator,under_the_hood_fuelSystemOperation,under_the_hood_coolingFanOperation,under_the_hood_acCompressorOperation,under_the_hood_acSystemLeaks,under_the_hood_batteryRating,under_the_hood_batteryActualMeasurement,under_the_hood_visibleOilLeaks,under_the_hood_additionalIssuesUnderHood,lighting_interiorLights,lighting_headlightsLowBeam,lighting_headlightsHighBeam,lighting_frontDRL,lighting_frontSignalLights,lighting_sideMarkerLights,lighting_fogLights,lighting_reverseLights,lighting_rearSignalLights,lighting_emergency4WayFlashers,lighting_brakeLights,lighting_tailLights,lighting_licensePlateLight,lighting_additionalIssuesLighting,interior_navigationOperation,interior_audioSystem,interior_audioSteeringWheelControls,interior_cigaretteLighterPowerOutlets,interior_rearCamera,interior_carpetFloorMats,interior_odors,interior_rearWindowDefrostOperation,interior_seats,interior_seatBelts,interior_powerSeatOperation,interior_driverFrontSeatHeater,interior_driverRearSeatHeater,interior_passengerRearSeatHeater,interior_passengerFrontSeatHeater,interior_headrests,interior_dashboard,interior_rearViewMirror,interior_headliner,interior_sunroofOperation,interior_waterLeaks,interior_sunVisors,interior_driverFrontDoorTrim,interior_driverRearDoorTrim,interior_passengerFrontDoorTrim,interior_passengerRearDoorTrim,interior_gloveBoxCenterConsole,interior_steeringWheelSteeringColumn,interior_horn,interior_doorHandles,interior_hoodRelease,interior_trunkRelease,interior_fuelDoorRelease,interior_spareTire,interior_spareTireTools,interior_keyFobCondition,interior_numberOfKeysFobs,interior_numberOfWorkingKeysFobs,interior_acOperationBlowsCold,interior_gloveBox,interior_centerConsole,interior_steeringWheel,interior_carSmokedIn,interior_conditionOfSeats,interior_numberOfKeysFobsDeclared,interior_navigationEquipped,interior_rearCameraEquipped,interior_sunroofEquipped,interior_seatsMaterial,interior_additionalIssuesInterior,interior_evChargingKit,test_drive_engineRPMIdle,test_drive_engine3000RPM,test_drive_vibrationWhileDriving,test_drive_vibrationWhileBraking,test_drive_steeringWheelStraight,test_drive_alignmentCheck,test_drive_cruiseControl,test_drive_parkingBreak,test_drive_automaticManualTransmissionShift,test_drive_clutchOperationEngagement,test_drive_abnormalWindNoise,test_drive_alignment,test_drive_brakingSystem,test_drive_cabinHeatBlowsHot,test_drive_testDriveCompleted,test_drive_acOperationBlowsCold,test_drive_testDriveStatus,test_drive_additionalIssuesTestDrive,bid_start,created_at,vehicle_lead_source,seller_type,valuation_autozen_low,valuation_autozen_high,valuation_cbb_trade_in_low,valuation_cbb_trade_in_high,valuation_highest_bid_amount,valuation_seller_asking_price,valuation_starting_price,car_age,month_of_year,Predicted_75_lower_bound,Predicted_75_upper_bound,Predicted_price
744,2016,Honda,CR-V,EX 4D Utility 4WD,gasoline,hardTop,57049.0,automatic,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,serviceSuggested,,ok,ok,10.0,32.0,ok,6.0,ok,ok,ok,ok,ok,ok,11.0,32.0,ok,7.0,ok,ok,ok,notAvailable,ok,ok,11.0,32.0,ok,7.0,ok,ok,ok,notAvailable,ok,ok,10.0,ok,7.0,ok,ok,ok,ok,32.0,no,yes,,,,,,,,,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,,,,,,,,,,,,,-42.0,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,notAvailable,notAvailable,notAvailable,notAvailable,ok,ok,ok,serviceSuggested,notAvailable,ok,ok,serviceSuggested,ok,ok,ok,,,ok,ok,ok,ok,ok,ok,ok,ok,2.0,2.0,ok,ok,ok,ok,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,Ok,ok,ok,,,,,19903.0,2021-05-13 21:51:52,DDC,consumer,19903.0,26765.0,22588.0,24782.0,20200.0,21500.0,19903.0,7,5,20194.776316340223,20867.971845626576,20222.053
737,2015,Audi,A5,Progressiv 2D Coupe at,gasoline,softTop,70577.0,automatic,no,no,no,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,,serviceSuggested,ok,9.0,32.0,ok,10.0,ok,ok,ok,ok,serviceSuggested,ok,9.0,32.0,ok,8.0,serviceSuggested,ok,ok,ok,serviceSuggested,ok,9.0,32.0,ok,8.0,ok,ok,ok,ok,serviceSuggested,ok,9.0,ok,10.0,ok,ok,ok,ok,32.0,,,ok,ok,serviceSuggested,ok,yes,no,,,notAvailable,,notAvailable,,ok,ok,,,,,,,,,,,,,-42.0,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,notAvailable,ok,ok,,,ok,,,,,,,,,,,,,,,,,,,,,,,,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,,,,2.0,no,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,20447.0,2021-10-05 02:49:40,MQL,consumer,20447.0,22266.0,18932.0,20617.0,20447.0,0.0,20447.0,8,10,20383.70282365994,21814.953527080626,20449.936
660,2015,Lexus,IS-Series,250 4D Sedan AWD at,gasoline,hardTop,44575.0,automatic,no,no,no,,ok,ok,serviceSuggested,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,ok,serviceSuggested,,6.0,32.0,ok,5.0,ok,ok,ok,ok,ok,,5.0,32.0,ok,5.0,ok,ok,ok,ok,ok,,5.0,32.0,ok,5.0,ok,ok,ok,ok,ok,,6.0,ok,5.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,no,ok,notAvailable,,notAvailable,,notAvailable,ok,ok,notAvailable,ok,ok,notAvailable,ok,ok,ok,ok,ok,,,,,,notAvailable,,ok,,,,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,serviceSuggested,,,ok,ok,ok,ok,ok,no,no,ok,,1.0,,,ok,ok,no,serviceSuggested,2.0,yes,yes,yes,leather,,,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,,ok,ok,ok,26000.0,2022-02-04 21:01:08,DDC,consumer,24710.0,26904.0,23990.0,26120.0,22100.0,32000.0,26000.0,8,2,22003.94859337196,25170.90226222458,22272.61
600,2016,Nissan,Frontier,S King Cab 4X2 at,gasoline,hardTop,72903.0,automatic,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,,ok,ok,8.0,32.0,ok,7.0,ok,ok,ok,ok,serviceRequired,ok,3.0,32.0,ok,7.0,ok,ok,ok,ok,serviceRequired,ok,2.0,32.0,ok,7.0,ok,ok,ok,ok,ok,ok,8.0,ok,7.0,ok,ok,ok,ok,32.0,no,yes,,,,,,,,,notAvailable,notAvailable,notAvailable,ok,ok,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,-42.0,ok,ok,ok,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,ok,ok,ok,2.0,2.0,ok,ok,ok,ok,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,Ok,ok,ok,,,,,23829.0,2021-05-18 20:05:34,DDC,consumer,23829.0,25789.0,21879.0,23879.0,23629.0,25000.0,23829.0,7,5,23516.499190355422,24502.63478935112,23671.947
1220,2015,Nissan,Altima,Base 4D Sedan 2.5 at,gasoline,hardTop,123451.0,automatic,no,no,no, ,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,serviceSuggested,,ok,ok,9.0,32.0,notAvailable,0.0,notAvailable,ok,ok,ok,ok,ok,7.0,32.0,notAvailable,0.0,notAvailable,ok,ok,notAvailable,ok,ok,6.0,32.0,notAvailable,0.0,notAvailable,ok,ok,notAvailable,ok,ok,8.0,notAvailable,0.0,notAvailable,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,,,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,,,,,,,,,,,,,-42.0,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,No,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,ok,ok,ok,no,ok,2.0,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,9715.0,2022-02-07 19:38:02,DDC,consumer,9432.0,10291.0,9157.0,9991.0,9715.0,,9715.0,8,2,9598.48249166967,10065.928411272154,9714.565
294,2019,Ford,Mustang,Eco Premium 2D Convertible,gasoline,softTopConvertible,32291.0,automatic,no,unknown,unknown,,ok,ok,serviceSuggested,ok,ok,serviceSuggested,,,ok,,serviceSuggested,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,ok,ok,,8.0,32.0,ok,5.0,ok,ok,ok,ok,ok,,7.0,32.0,ok,6.0,ok,ok,ok,ok,ok,,7.0,32.0,ok,6.0,ok,ok,ok,ok,ok,,6.0,ok,6.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,no,ok,ok,,ok,,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,no,no,ok,,1.0,,,ok,ok,yes,ok,2.0,no,yes,yes,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,,ok,ok,ok,33984.0,2022-03-12 23:36:57,MQL,consumer,32994.0,35922.0,32033.0,34876.0,35000.0,,33984.0,4,3,34997.76653023892,35219.90893586325,35005.58
423,2017,Land Rover,Discovery Sport,HSE 4D Utility,gasoline,hardTop,54554.0,automatic,,,,,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,serviceSuggested,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,-40.0,notAvailable,ok,ok,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,notAvailable,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,notAvailable,ok,ok,2.0,2.0,ok,ok,ok,ok,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,29250.0,2021-06-09 19:16:06,DDC,consumer,29250.0,31425.0,26712.0,29097.0,29050.0,45000.0,29250.0,6,6,28964.106459706756,29915.23907718218,29071.236
229,2015,Porsche,Macan,S 4D Utility,gasoline,hardTop,24532.0,automatic,no,no,no,,ok,ok,ok,ok,serviceRequired,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceRequired,serviceRequired,ok,,10.0,32.0,ok,6.0,ok,ok,ok,ok,ok,,10.0,32.0,ok,6.0,ok,ok,ok,ok,ok,,10.0,32.0,ok,6.0,ok,ok,ok,ok,ok,,10.0,ok,6.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,no,,notAvailable,,notAvailable,,notAvailable,notAvailable,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,2.0,yes,yes,no,cloth,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,ok,36536.0,2021-12-29 03:24:56,MQL,consumer,35472.0,38628.0,34439.0,37503.0,38000.0,,36536.0,8,12,37998.862356320366,38342.46471615438,38024.934
1308,2016,Mazda,Mazda3,GS 4D Sedan 6sp,gasoline,hardTop,61135.0,manual,no,unknown,unknown, ,ok,ok,serviceSuggested,,,,,,,,,,,,,,,,,,,,,,ok,ok,8.0,34.0,ok,6.0,ok,notAvailable,ok,ok,serviceSuggested,ok,8.0,34.0,notAvailable,0.0,notAvailable,notAvailable,ok,ok,ok,ok,8.0,34.0,notAvailable,0.0,notAvailable,notAvailable,ok,ok,serviceSuggested,ok,8.0,ok,6.0,ok,notAvailable,ok,ok,34.0,,,ok,ok,ok,ok,yes,no,,,notAvailable,notAvailable,notAvailable,ok,ok,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,-52.0,ok,notAvailable,ok,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,notAvailable,,,ok,ok,ok,ok,ok,notAvailable,yes,ok,,2.0,,ok,ok,ok,yes,ok,1.0,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,4672.0,2021-07-29 19:16:12,DDC,consumer,4672.0,5562.0,4326.0,5150.0,4772.0,,4672.0,7,7,4715.786945109218,7668.34284114537,4761.7534
150,2017,Toyota,Highlander,Limited 4D Utility AWD,gasoline,hardTop,47610.0,automatic,no,yes,yes,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,ok,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,notAvailable,,notAvailable,,ok,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,No smell,ok,,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,2.0,,,ok,ok,no,ok,2.0,yes,yes,yes,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,43500.0,2022-01-04 00:01:09,DDC,consumer,39527.0,43042.0,38376.0,41788.0,44100.0,0.0,43500.0,6,1,44080.47053169989,46076.032960624776,44085.19
42,2019,Ram,3500,Laramie Crew Cab SWB 4WD,diesel,hardTop,142840.0,automatic,no,no,no,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,ok,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,notAvailable,,notAvailable,,notAvailable,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,2.0,yes,yes,no,cloth,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,ok,65000.0,2022-02-26 21:15:15,DDC,consumer,47014.0,52898.0,45645.0,51357.0,61000.0,0.0,65000.0,4,2,56045.2095898815,62709.16043212189,61039.246
735,2015,Audi,A4,Progressiv Plus 4D Sedan Qtro at,gasoline,hardTop,66000.0,automatic,no,no,no,,ok,serviceSuggested,ok,ok,serviceSuggested,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,,serviceSuggested,,8.0,32.0,ok,6.0,ok,ok,ok,ok,serviceSuggested,,8.0,32.0,serviceSuggested,4.0,serviceSuggested,ok,ok,notAvailable,serviceSuggested,,8.0,32.0,serviceSuggested,4.0,serviceSuggested,ok,ok,notAvailable,serviceSuggested,,8.0,ok,6.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,no,,notAvailable,,notAvailable,,notAvailable,ok,,serviceRequired,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,ok,notAvailable,notAvailable,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,2.0,yes,yes,yes,leather,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,26200.0,2022-03-11 19:16:12,DDC,consumer,19889.0,21651.0,19310.0,21020.0,20500.0,28000.0,20486.0,8,3,20500.406779835826,23694.57392051662,20560.246
1078,2017,Hyundai,Tucson,SE 2.0L 4D Utility AWD at,gasoline,hardTop,84153.0,automatic,no,yes,yes, ,ok,ok,serviceSuggested,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,serviceSuggested,,ok,ok,7.0,32.0,ok,8.0,ok,notAvailable,ok,notAvailable,ok,ok,8.0,32.0,ok,8.0,ok,notAvailable,ok,notAvailable,ok,ok,8.0,32.0,ok,8.0,ok,notAvailable,ok,notAvailable,ok,ok,7.0,ok,8.0,ok,notAvailable,ok,notAvailable,32.0,,,ok,ok,ok,ok,yes,no,,,notAvailable,notAvailable,notAvailable,ok,ok,ok,,ok,ok,serviceSuggested,serviceSuggested,ok,ok,ok,ok,ok,ok,ok,-43.0,notAvailable,ok,ok,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,2.0,,ok,ok,ok,no,ok,2.0,,,,,,,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,notAvailable,notAvailable,notAvailable,ok,notAvailable,ok,no,ok,,,13265.0,2021-07-28 23:52:24,DDC,consumer,13265.0,14500.0,12282.0,13426.0,13265.0,,13265.0,6,7,13223.84816758793,13854.392275840655,13329.517
942,2012,Mercedes-Benz,M-Class,ML550 4D Utility,gasoline,hardTop,104412.0,automatic,no,no,no,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,,ok,,5.0,35.0,ok,6.0,ok,ok,ok,ok,serviceSuggested,,7.0,35.0,ok,6.0,ok,ok,ok,ok,serviceSuggested,,6.0,35.0,ok,6.0,ok,ok,ok,ok,ok,,5.0,ok,6.0,ok,ok,ok,ok,35.0,,,ok,ok,ok,ok,yes,no,no,,notAvailable,,notAvailable,,notAvailable,ok,,serviceRequired,ok,ok,ok,ok,ok,ok,serviceSuggested,ok,,,,,,ok,,ok,,,,,ok,,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,notAvailable,ok,,ok,,ok,notAvailable,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,,,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,,1.0,,,ok,ok,no,serviceSuggested,2.0,no,no,yes,cloth,,,ok,ok,ok,ok,ok,serviceSuggested,ok,ok,ok,notAvailable,ok,pullsRight,ok,ok,yes,ok,,,20000.0,2021-11-04 00:20:00,DDC,consumer,20000.0,23399.0,19822.0,21666.0,16056.0,0.0,20000.0,11,11,15842.653631280597,18264.446349606573,16125.19
775,2016,Chrysler,300,S 4D Sedan V6,gasoline,hardTop,126555.0,automatic,no,no,no,,ok,ok,ok,ok,ok,ok,,,serviceSuggested,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,ok,serviceSuggested,,9.0,36.0,serviceRequired,3.0,ok,ok,ok,ok,ok,,8.0,36.0,serviceRequired,0.0,ok,ok,ok,ok,serviceSuggested,,8.0,36.0,serviceRequired,0.0,ok,ok,ok,ok,serviceSuggested,,9.0,serviceRequired,3.0,ok,ok,ok,ok,36.0,,,ok,ok,ok,ok,yes,no,no,,notAvailable,,notAvailable,,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,no,no,ok,,1.0,,,ok,ok,no,ok,2.0,no,yes,no,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,19681.0,2022-03-08 05:29:26,DDC,consumer,13534.0,14762.0,13400.0,14616.0,19681.0,0.0,13805.0,7,3,19057.01585797092,19677.074666922883,19716.732
894,2019,Hyundai,Elantra,Luxury 4D Sedan at,gasoline,hardTop,85000.0,automatic,yes,unknown,unknown,,ok,ok,serviceSuggested,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,ok,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,ok,,ok,,ok,ok,ok,serviceRequired,ok,serviceSuggested,notAvailable,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,,ok,ok,,ok,,ok,notAvailable,ok,notAvailable,notAvailable,ok,ok,ok,ok,serviceSuggested,notAvailable,ok,ok,serviceSuggested,serviceSuggested,serviceSuggested,serviceSuggested,,,ok,ok,serviceSuggested,ok,ok,yes,yes,ok,,2.0,,,ok,ok,no,ok,2.0,no,yes,no,cloth,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,ok,17357.0,2022-02-27 04:04:55,DDC,consumer,16851.0,18386.0,16360.0,17850.0,17357.0,18500.0,17357.0,4,2,17382.309229819908,19634.09742625373,17415.115
