,id,vehicle_vin,vehicle_mileage,vehicle_lead_source,seller_type,num_auctions,valuation_autozen_low,valuation_autozen_high,valuation_cbb_trade_in_low,valuation_cbb_trade_in_high,valuation_cbb_base_retail_avg,valuation_highest_bid_amount,valuation_seller_asking_price,valuation_starting_price
3573,25kYqAomFjujmixFraXYnjVWefp,,73527.0,DDC,consumer,1,21781.0,23747.0,21147.0,23055.0,,,,22434.0
3574,25l4Rcd4RKpmSW2Cda6KzZLgZRc,JTJBARBZ4H2125408,63000.0,MQL,consumer,1,28704.0,31270.0,27868.0,30359.0,,,,29565.0
3575,25lA5DKQ4wbKq45OGUqHs8vMClU,,24500.0,MQL,consumer,1,46434.0,50562.0,45082.0,49089.0,,,,47827.0
3576,25laHEXi6uSH4h0MPGxuDMaNPxS,5YJ3E1EA4LF734507,52059.0,DDC,consumer,1,44527.0,48565.0,43230.0,47150.0,,0.0,65000.0,45863.0
3577,25lb6d5w5WeuKRKxtkC3rYtSXrK,,40000.0,DDC,consumer,1,21536.0,23521.0,20909.0,22836.0,,,,22182.0
3578,25lEmNvVXaVcr4zVL7jh6rK3Dny,,45000.0,MQL,consumer,1,23144.0,25245.0,22470.0,24510.0,,,,23838.0
3579,25LGJGfkm0YNMufyfBSY2mhGAxM,,40000.0,MQL,consumer,1,43737.0,47624.0,42463.0,46237.0,,,,45049.0
3580,25lHxXtlZbMPybkHbJRfDMuOU0D,2C3CDZAG3HH539242,45491.0,MQL,consumer,1,30554.0,33270.0,29664.0,32301.0,,0.0,0.0,31471.0
3581,25LInRYLaQXIFFHZO8BP3OqtlR3,JF1VA1L69G9831565,116850.0,DDC,consumer,3,19560.0,21300.0,18990.0,20680.0,,20700.0,25000.0,20200.0
3582,25Lj902fNTYEKL2UFLL8ISwhESi,WA1LAAF73HD020021,100216.0,FAMILY,consumer,1,33382.0,36444.0,33051.0,36083.0,,,,34050.0
3583,25lkIyYhV4x6HkUu9HhceMX8JXc,5NPE34AF1FH241598,133406.0,DDC,consumer,1,13187.0,14375.0,12803.0,13956.0,,12810.0,0.0,15000.0
3584,25lLQ0eGggq5KJBm2Zqmzgm1P4E,,71000.0,MQL,consumer,1,19014.0,20713.0,18460.0,20110.0,,,,19584.0
3585,25ln8NA0W08WFd6OC60PVlpaiEA,JM1BN1L74H1127963,88314.0,MQL,consumer,1,16232.0,17707.0,15759.0,17191.0,,17600.0,,16719.0
3586,25lnZzZw03oBJLmC4dOEITIv5Xq,,53000.0,MQL,consumer,1,31543.0,34348.0,30624.0,33348.0,,,,32489.0
3587,25Lq0zGAago1TnQJUGni9wTmzF0,1C4HJXEG0KW560972,49870.0,MQL,consumer,1,47493.0,51737.0,46110.0,50230.0,,0.0,0.0,47000.0
3588,25LqEiO9JflAPLTgVY5UiAywS4y,1G11C5SL6FF267089,90276.0,MQL,consumer,1,11277.0,15765.0,10949.0,15306.0,,12200.0,,11615.0
3589,25LRB4vSRXfOn1Lo9QtPEkko26P,7SAYGDEE4NF356764,1000.0,MQL,consumer,1,87705.0,95500.0,85150.0,92718.0,,,,90336.0
3590,25lTbMaHUR2fso3cbMtXAfTPOi2,SAJBK4FN3JCY54950,18840.0,MQL,consumer,1,30909.0,33650.0,30009.0,32670.0,,0.0,37000.0,31836.0
3591,25lTpKJNqbQUifjIAyXPnNu6hZo,,18000.0,MQL,consumer,1,27470.0,29905.0,26670.0,29034.0,,,,28294.0
3592,25lUiJfps8D1NH9iTWeO35htaaf,3VW1K7AJ6DM416620,120496.0,DDC,consumer,1,4419.0,5243.0,4290.0,5090.0,,5600.0,8000.0,4552.0
3593,25Lv5G2iQgFh1DB6fN9HDp4UTHD,5UXCY8C09L9B43269,42212.0,DDC,consumer,1,82894.0,90300.0,80480.0,87670.0,,0.0,97000.0,85381.0
3594,25m22tnyo685QiaF7pqeGmXaT0h,4S3BNDP65K3029569,41287.0,MQL,consumer,1,25292.0,27541.0,24555.0,26739.0,,26300.0,,26051.0
3595,25mjIKt0rrS7k0qgxdNsgmaOYMy,,125000.0,MQL,consumer,1,16229.0,17814.0,15756.0,17295.0,,,,16716.0
3596,25mjROKj9QBxebYhdBMnkaVs0GY,,125000.0,MQL,consumer,1,16871.0,18371.0,16380.0,17836.0,,,,17377.0
3597,25mkScuEjTNeSPH192YMe25LdkX,1GTW7GCF0F1279354,125000.0,MQL,consumer,1,16229.0,17814.0,15756.0,17295.0,,,,16716.0
3598,25mtUpQ7pIo6TAL64AZ39ofDtgf,,36817.0,MQL,consumer,1,54211.0,59170.0,52632.0,57447.0,,,,55837.0
3599,25MXuAH4dHLWpISGCGIbdlxAIBi,,89343.0,MQL,consumer,1,17273.0,18880.0,16770.0,18330.0,,,,17791.0
3600,25mzslgq1OjT9G42LS1O0vQKVJA,,46000.0,MQL,consumer,1,17356.0,18901.0,16850.0,18350.0,,,,17877.0
3601,25n91FrWWOPw8BxZvvqj4MJRDCh,1C4HJWEG7GL250191,48667.0,MQL,consumer,1,32074.0,34927.0,31140.0,33910.0,,0.0,0.0,30000.0
3602,25nApX3crtWhF565hEIgaJJWuB7,JTJBARBZ5G2070319,60131.0,DDC,consumer,1,25956.0,28263.0,25200.0,27440.0,,32300.0,38990.0,26735.0
3603,25nb3QzGnF8tonzwmGMW4z8cQEg,,78000.0,DDC,consumer,1,27017.0,29479.0,26230.0,28620.0,,,,27828.0
3604,25nIPlQhZy1QqQL4RGVPYETZO8Z,,14000.0,DDC,consumer,1,33743.0,36740.0,32760.0,35670.0,,,,34755.0
3605,25nJ5TFktxWrRMATIdK6NbMh9tJ,,70000.0,DDC,consumer,1,11052.0,12051.0,10730.0,11700.0,,,,11384.0
3606,25nLB0jSTmuo8YviaSu2rDb3Mt4,,98000.0,MQL,consumer,1,15584.0,17016.0,15130.0,16520.0,,,,16052.0
3607,25nLNp5u5dfjG1Kcb3rLvtYjRu4,WDCTG4GB4JJ530839,47494.0,DDC,consumer,1,28696.0,31240.0,27860.0,30330.0,,,,29557.0
3608,25nLNsKFEUkux1UkZhR7bn3MwdB,,5800.0,MQL,consumer,1,76014.0,82771.0,73800.0,80360.0,,,,78294.0
3609,25nMNxSiuogshRj090kNjjT5GdF,,42000.0,DDC,consumer,1,32260.0,35123.0,31320.0,34100.0,,,,33228.0
3610,25nMSHStqZYTX3U0S0GcbEXS0Ms,,73200.0,DDC,consumer,1,32764.0,35700.0,31810.0,34660.0,,,,33747.0
3611,25nmV9r4FFwsDrSNYGW959HS7Z0,,85000.0,MQL,consumer,1,31508.0,34344.0,30590.0,33344.0,,,,32453.0
3612,25nPV9nzx2JjV4BPiYaiUYg6YHr,WP1AE2A29HLA69621,103761.0,DDC,consumer,1,57402.0,62789.0,55730.0,60960.0,,,,59124.0
3613,25nrNhMihD87SrnGsTR7YbF7EOO,55SWF4KBXGU134748,138880.0,MQL,consumer,1,20438.0,22349.0,19843.0,21698.0,,0.0,0.0,20500.0
3614,25nsuKbPuTsqQjuHZFu6lCACVSQ,,34000.0,MQL,consumer,1,18609.0,20263.0,18067.0,19673.0,,,,19167.0
3615,25nTQmpweHRTbuCVk8l7IDTcfOF,1C6RR7FT2GS105362,126032.0,DDC,consumer,1,17562.0,19137.0,17050.0,18580.0,,0.0,29500.0,22000.0
3616,25nUZH6AGKxwQmWyt7MmMVAgR3y,,1800.0,MQL,consumer,1,26319.0,28655.0,25552.0,27820.0,,,,27109.0
3617,25nVXfy64VQZyjcKCIs9vk6UQvK,,43000.0,MQL,consumer,1,45162.0,49172.0,43847.0,47740.0,,,,46517.0
3618,25nweS5n2GQKunPNC70UPm93ScQ,,15600.0,MQL,consumer,1,30418.0,43869.0,29532.0,42591.0,,,,31331.0
3619,25nxpWDhQBxg8t1CAar4Ekq4Igb,,47400.0,MQL,consumer,1,37863.0,41226.0,36760.0,40025.0,,,,38999.0
3620,25nYW2hzTqeKTl16zM76xftsJKK,,80552.0,DDC,consumer,1,23855.0,25977.0,23160.0,25220.0,,,,24571.0
3621,25o4F1ATpJ7GFyMWM2f5inA6uL8,,93000.0,MQL,consumer,1,22227.0,24295.0,21580.0,23587.0,,,,22894.0
3622,25oDXE3CS62yc2BCy5NV5ukWBxO,KNAGR4A60E5512203,91659.0,MQL,consumer,1,12763.0,13940.0,12391.0,13534.0,,,,13146.0
3623,25ohSlI7MMjhoJWQkj0mKmaWEuU,JF2SKEMC6MH468120,10518.0,MQL,consumer,1,35477.0,38627.0,34444.0,37502.0,,36641.0,0.0,40000.0
3624,25OliNukPBF8BE5I4M3kKptWW98,,96000.0,MQL,consumer,1,38450.0,41983.0,37330.0,40760.0,,,,39604.0
3625,25oLKrY1Q95VgAH20aQaTh3hF2u,,25912.0,MQL,consumer,1,37589.0,40941.0,36494.0,39749.0,,,,38717.0
3626,25oMHeaiKoplLzWrutCnUo6ka8f,JF2SKEFC9LH477857,3101.0,MQL,consumer,1,29169.0,31761.0,28319.0,30836.0,,31500.0,,30044.0
3627,25oNQ0QEw7KYRrfvb6rqNPkYtGl,JTDKARFP4L3142322,15075.0,DDC,consumer,1,33036.0,35975.0,32074.0,34927.0,,36550.0,0.0,36550.0
3628,25OOSkydzuc0JmcAfNK6X7ZeeW6,KNDPNCAC6M7939208,25437.0,MQL,consumer,1,24788.0,41124.0,24066.0,39926.0,,33300.0,39000.0,37000.0
3629,25ot0BywzCF03JMY6WC2pnoaC3V,,24000.0,MQL,consumer,1,50954.0,55474.0,49470.0,53858.0,,,,52483.0
3630,25otGDqkBFUmIwuqveDolvCcJoP,SALZP2FXXLH023612,24000.0,MQL,consumer,1,50954.0,55474.0,49470.0,53858.0,,,,52483.0
3631,25otIOpht5LBGIjYY2lwPgLUVii,SALZP2FXXLH023612,30000.0,MQL,consumer,1,50954.0,55474.0,49470.0,53858.0,,,,52483.0
3632,25otKSWUYxEr7wdQlAxt87D3AgA,SALZP2FXXLH023612,12000.0,MQL,consumer,1,50954.0,55474.0,49470.0,53858.0,,,,52483.0
3633,25oTl5FlDVubJlrbPRk5n9cpOFR,,63000.0,MQL,consumer,1,38662.0,42171.0,37536.0,40943.0,,,,39822.0
3634,25otMrpmtfVgvZKkCwhoLjYjBMz,SALZP2FXXLH023612,120000.0,MQL,consumer,1,33606.0,37470.0,32627.0,36379.0,,,,34614.0
3635,25otPCzp5sZQPy9OFeOLGuxa7I1,SALZP2FXXLH023612,38000.0,MQL,consumer,1,48039.0,52559.0,46640.0,51028.0,,,,49480.0
3636,25otPOKnJ2SQ5rQpKkzdZjrCbw5,KNDJ33A1XL7001821,46635.0,MQL,consumer,1,39900.0,43475.0,38738.0,42209.0,,0.0,0.0,38738.0
3637,25oVUdVbNMpFSb2EFChyYsiK2FO,,83000.0,MQL,consumer,1,59733.0,65104.0,57993.0,63208.0,,,,61525.0
3638,25OxlHoEYd4579tk3CFEhTWDkTh,WP1AB2A23FLA57289,110242.0,MQL,consumer,1,47374.0,51675.0,45994.0,50170.0,,50000.0,0.0,48795.0
3639,25P7NELNiR05L7Feiq6gJMMO8if,,79000.0,MQL,consumer,1,30264.0,33169.0,29383.0,32203.0,,,,31172.0
3640,25pGxwTPmTfVzB9Yykc8sqileA6,1FA6P8CF1K5107364,50042.0,MQL,consumer,3,35870.0,39137.0,34825.0,37997.0,,36946.0,,36946.0
3641,25Prd6A9f5TOQh7RuztyBY3Yl82,,22000.0,MQL,consumer,1,32708.0,35614.0,31755.0,34577.0,,,,33689.0
3642,25ProBJ41gkVXchlDzWYKLnXYwh,,22000.0,MQL,consumer,1,40091.0,43772.0,38923.0,42497.0,,,,41294.0
3643,25PrQQzsWDTVKruG4OIYu7luKiB,,22000.0,MQL,consumer,1,41397.0,45068.0,40191.0,43755.0,,,,42639.0
3644,25PrsRXypRD2kyCvVIWNf5FIlnZ,,22000.0,MQL,consumer,1,32708.0,35614.0,31755.0,34577.0,,,,33689.0
3645,25PTr47IjWox8P5pAxmw4cr3Jft,WBA5R7C58KAJ78664,47000.0,MQL,consumer,1,39272.0,42832.0,38128.0,41584.0,,,,40450.0
3646,25PTS0dLLTr15FBvb8zZ4ve5fOJ,,40000.0,MQL,consumer,1,28299.0,30810.0,27475.0,29913.0,,,,29148.0
3647,25pxjM2vMhk5J7C8hoE4RxRYDxQ,,89000.0,MQL,consumer,1,24329.0,26543.0,23620.0,25770.0,,,,25059.0
3648,25qacWaUkmDdPj2vPUknBXXMjk1,,27000.0,MQL,consumer,1,47645.0,51900.0,46257.0,50388.0,,,,49074.0
3649,25qAFy2li9hWPgXcoytOxUHG70P,,60000.0,MQL,consumer,1,16890.0,18439.0,16398.0,17902.0,,,,17397.0
3650,25qBJRSroQSCWeObqLRHJOaNijC,5FNRL6H81JB500196,89121.0,DDC,consumer,1,36367.0,39773.0,35308.0,38615.0,,37800.0,0.0,40500.0
3651,25QcXy56cvGvYdToVLnGhVVEs5a,KNAGU4LE7H5009565,118352.0,DDC,consumer,1,15914.0,17376.0,15450.0,16870.0,,11000.0,19550.0,16391.0
3652,25QdaWbE6tdvhLSM8kVo30RPFwK,JN1AZ4EH7KM421423,38245.0,DDC,consumer,1,29504.0,32125.0,28645.0,31189.0,,32800.0,0.0,34000.0
3653,25QdbuZNP4zPJZJ9yp5txgHqjlt,WP1AA2A22GKA08501,130523.0,DDC,consumer,1,28243.0,30838.0,27420.0,29940.0,,30000.0,43000.0,29090.0
3654,25qDwxd6E5l1dwLjrBsKSIniqG2,5N1AT2MV3FC751190,76245.0,MQL,consumer,1,18754.0,20139.0,17951.0,19552.0,,20000.0,,19317.0
3655,25qEA7Me4vFeNhZaEJTd1k67mOE,5TDDZ3DC7JS191007,56615.0,MQL,consumer,1,42204.0,50025.0,44596.0,48568.0,,,,43470.0
3656,25qEby1tWFtdy2T6gBdVr1b9WYx,1G6AY5SS3H0176340,29230.0,DDC,consumer,1,32630.0,35535.0,31680.0,34500.0,,0.0,37500.0,33609.0
3657,25QfDciBICuoIKfEy70onwckwXS,1HGCR2F33HA804591,68137.0,DDC,consumer,1,17155.0,26968.0,16655.0,26183.0,,19500.0,,17670.0
3658,25qFGIHLOZnheza5MnuvGJWqC6O,1C6RR7TM4GS238010,188456.0,DDC,consumer,1,15800.0,17778.0,15340.0,17260.0,,0.0,29500.0,20000.0
3659,25qgDuSz5ersOjZyeFm2TtqpCaX,JM3KE2CY6G0740595,95414.0,MQL,consumer,1,16985.0,18519.0,16490.0,17980.0,,0.0,0.0,17000.0
3660,25qGyapRt8WHFf3jdHWEnItBS80,JF1ZCAB1XF9605177,57643.0,MQL,consumer,2,15131.0,16480.0,14690.0,16000.0,,16000.0,,15585.0
3661,25qIv6KXzM2FSgCTtROVNl6QfTP,,150000.0,MQL,consumer,1,20243.0,22777.0,19653.0,22114.0,,,,20850.0
3662,25qJ5x1RKvp5eQExNrIqVeANCrf,KMHD84LF3HU121381,101076.0,DDC,consumer,1,11979.0,13112.0,11630.0,12730.0,,11500.0,15000.0,11500.0
3663,25qLje8kd1klKdOhFVV9BnsWl0w,W1K3F4HB7LJ219387,15566.0,MQL,consumer,1,34114.0,37142.0,33120.0,36060.0,,36500.0,42000.0,35137.0
3664,25Qo07PgfFrfdXRQdxEtP1Y4nXp,WVGJV7AX7GW583664,120353.0,DDC,consumer,1,14863.0,16346.0,14430.0,15870.0,,15400.0,19000.0,15309.0
3665,25qOziIMxRB5fAwamENNC1NbuFP,2C4RDGEG2HR661699,122044.0,DDC,consumer,1,19457.0,21270.0,18890.0,20650.0,,0.0,0.0,20041.0
3666,25QpgpIcgu6lWG4OISgCYrk7UGo,3C6UR5KLXHG508700,97333.0,DDC,consumer,1,37883.0,41355.0,36780.0,40150.0,,0.0,71000.0,41000.0
3667,25qTFGoCbQtIumVi09NwkVMBUHb,,140000.0,MQL,consumer,1,19563.0,22013.0,18993.0,21372.0,,,,20150.0
3668,25qTXgZCyIGi93tl89LEzkIhfAh,,74000.0,MQL,consumer,1,20794.0,22693.0,20188.0,22032.0,,,,21418.0
3669,25QvVtmS7r7Xi0XYWkwYtozIG9a,,90000.0,DDC,consumer,1,46432.0,52242.0,45080.0,50720.0,,,,47825.0
3670,25qx5CRtFCxRhJwN8h5qpdCCYeW,,59000.0,MQL,consumer,1,31172.0,34000.0,30264.0,33010.0,,,,32107.0
3671,25qy9ag9YRMUzcB1g0gMhN3p3gp,4T1B61HK0JU114332,57958.0,MQL,consumer,4,29736.0,32432.0,28870.0,31487.0,,33000.0,0.0,30628.0
3672,25qYclKCiQHiaRS9oiqOLeW8CuG,JF1ZNAA16G9708917,30664.0,DDC,consumer,1,14757.0,16072.0,14327.0,15604.0,,18100.0,0.0,20500.0
3673,25R0Djr6clHuwTDyo5wQM79qLER,1FTEW1EF8HFC47007,74766.0,DDC,consumer,1,33527.0,36596.0,32550.0,35530.0,,0.0,53000.0,36000.0
3674,25r0jU8sGNNxCWhm4eANvSlO5xD,,150000.0,MQL,consumer,1,9739.0,10651.0,9455.0,10341.0,,,,10031.0
3675,25R2x3vb0Rv0RkjJwvxH3PN7Eg8,1FTEW1EP7LKF48585,19325.0,DDC,consumer,1,50758.0,55270.0,49280.0,53660.0,,0.0,74000.0,55000.0
3676,25r3EqdgLkJn6gWnOLwBSR3vT0H,1ZVBP8CFXE5218344,41636.0,DDC,consumer,1,21292.0,23180.0,20672.0,22505.0,,29000.0,0.0,21931.0
3677,25R5BncDFlgTSFuo5lFuPInisqf,,91500.0,DDC,consumer,1,15110.0,16470.0,14670.0,15990.0,,,,15563.0
3678,25R8SFea9F0duPIBpNWqhkRaJH1,,42300.0,MQL,consumer,1,42714.0,46535.0,41470.0,45180.0,,,,43995.0
3679,25r8xM5Z9odvq0p5AlvakrM5xyy,3G1BE5SM1HS538260,146400.0,DDC,consumer,1,12433.0,13993.0,12071.0,13585.0,,,,12806.0
3680,25RATxgWfPUKv7JO8KN1g6oMlwd,,44000.0,MQL,consumer,1,66703.0,72625.0,64760.0,70510.0,,,,68704.0
3681,25RB5I5r6C4jE9KMNd97063asuq,5XYZUDLA1HG426812,135000.0,MQL,consumer,1,17675.0,19889.0,17160.0,19310.0,,,,18205.0
3682,25RBJD1dmnApuzsXMJjDl3mmegb,WVGEP9BP7DD009207,80434.0,MQL,consumer,1,26705.0,29083.0,25927.0,28236.0,,26600.0,0.0,26400.0
3683,25rBl8ju94wO32WYfsaMV8gKwBE,1FTFX1EG3GKD67362,131605.0,DDC,consumer,1,21895.0,23881.0,21257.0,23185.0,,22600.0,,22552.0
3684,25RBtjU2Qfa1yZhQKb25K0dL4XM,WDDHF9CB1EA998315,74280.0,DDC,consumer,1,36112.0,39315.0,35060.0,38170.0,,37900.0,54000.0,37900.0
3685,25RD2T2KttblON8sHsW2WVB52Xp,,14500.0,MQL,consumer,1,38671.0,42100.0,37545.0,40874.0,,,,39831.0
3686,25RdLF4HX0aCldBPU6eIQZilSlj,3C3CFFBR0DT693045,80970.0,MQL,consumer,1,4562.0,5411.0,4429.0,5253.0,,5200.0,,4699.0
3687,25rDly5LqSgV230ev2DT20f5FCU,1V2FE2CA6MC240328,4558.0,MQL,consumer,1,53464.0,58209.0,51907.0,56514.0,,57000.0,,55068.0
3688,25rHPWy1BrXre4vvA3eT2SxrmjX,,30000.0,MQL,consumer,1,31911.0,34776.0,30982.0,33763.0,,,,32868.0
3689,25RIfX0SMtxX0j0x8WmAYU7cUkm,5NPEC4AC9CH451223,56415.0,DDC,consumer,1,6747.0,7571.0,6550.0,7350.0,,11600.0,12550.0,6949.0
3690,25rLnWt5oacDLlnC8IZk77TrbjI,,70200.0,MQL,consumer,1,1644.0,7532.0,1596.0,7313.0,,,,1693.0
3691,25rOsTZtPt17O7xMuH38rYdIElH,3C63R3DL6JG310781,35738.0,MQL,consumer,1,44534.0,48495.0,43237.0,47083.0,,61600.0,0.0,66000.0
3692,25rP3NUtpONS9dBv1gdjruvKqAS,,35000.0,MQL,consumer,1,44534.0,48495.0,43237.0,47083.0,,,,45870.0
3693,25RQf0ayZp6M3IYXBtGppQDsdwH,2C4RC1GG5ER371899,102211.0,DDC,consumer,1,11686.0,15340.0,11346.0,14893.0,,12200.0,,12037.0
3694,25rSgsG5I5U1XUqajnQewp2m8XG,WD3BE7DD8GP343697,81067.0,MQL,consumer,1,36699.0,40031.0,35630.0,38865.0,,49250.0,,37800.0
3695,25rT8LBV1KiSjIbB7qXrAswIobJ,,81042.0,MQL,consumer,1,35179.0,54310.0,34154.0,52728.0,,,,36234.0
3696,25sawktWQJxh2ntLC2LSiu8x6r9,,68700.0,DDC,consumer,1,17196.0,18724.0,16695.0,18179.0,,,,17712.0
3697,25sbqqlY7S66WrQklyQzyFrcJz9,,30000.0,DDC,consumer,1,25933.0,28236.0,25178.0,27414.0,,,,26711.0
3698,25soYWM0g3h49EkDErkHnyQkjAd,,51000.0,MQL,consumer,1,46466.0,50736.0,45113.0,49258.0,,,,47860.0
3699,25sqoFMnxzqxvlwmp3RikJ6LRtj,2C3CDXHG9LH142301,56761.0,DDC,consumer,1,37873.0,41231.0,36770.0,40030.0,,,,39009.0
3700,25sqyKUBcuUpZEcFrh2NGnUQxn2,5YJ3E1EA5KF418760,13376.0,DDC,consumer,1,47792.0,52036.0,46400.0,50520.0,,54100.0,,49226.0
3701,25sruOVnh7Za74ju6Ym2uyaPJd0,,135214.0,DDC,consumer,1,9775.0,10661.0,9490.0,10350.0,,,,10068.0
3702,25ssJHmIdJ9taqrV296V2yhZIGD,WMEFJ5DA8HK186993,77214.0,DDC,consumer,1,8487.0,9342.0,8240.0,9070.0,,0.0,0.0,8000.0
3703,25st19HvnETZuIruen4lIre6knm,3C4PDCAB9FT610737,82390.0,DDC,consumer,7,12020.0,13122.0,11670.0,12740.0,,12600.0,15000.0,12381.0
3704,25steIeXCr5ZGmBH5QNhrPifk0Q,,130000.0,DDC,consumer,1,11097.0,12158.0,10774.0,11804.0,,,,11430.0
3705,25suzmzij7ZFDXYY1ymroyt9Im1,WDCTG4GB9JJ388553,58342.0,DDC,consumer,6,28119.0,30663.0,27300.0,29770.0,,32500.0,33500.0,28963.0
3706,25sVZ6w6OxZ5fbHkOR8KQz9bse3,1C6RR7TT7FS687087,233794.0,DDC,consumer,1,12278.0,13812.0,11920.0,13410.0,,,,12646.0
3707,25sWE9UsfCa2hMd3pCDoBevH3bs,1D7RV1GT2BS556080,190129.0,DDC,consumer,1,10146.0,11114.0,9850.0,10790.0,,,,10450.0
3708,25sY3cR8yXyLuTDpAT4zALeGi9Z,JM1DKFD70H0143841,80854.0,MQL,consumer,1,21511.0,23588.0,20884.0,22901.0,,25700.0,,22156.0
3709,25t1uAKXTQZJ1dogZBd4ywKYYra,,20000.0,DDC,consumer,1,38420.0,41838.0,37301.0,40619.0,,,,39573.0
3710,25tBYCrAnsJtCg3szFzQ2qLoboZ,2HKRM4H55FH121105,40658.0,MQL,consumer,1,18981.0,20674.0,18428.0,20072.0,,24400.0,0.0,24200.0
3711,25tC8cm0dDuryLsIyV15xDh6GFr,3N1AB8CV2MY247538,8838.0,MQL,consumer,3,24592.0,26777.0,23876.0,25997.0,,25600.0,,25330.0
3712,25TCqHO8SlP2IUW20WWQm4dHUC0,WP1AA2A22GKA08501,130000.0,MQL,consumer,1,28243.0,30838.0,27420.0,29940.0,,,,29090.0
3713,25tcqlSVBWbGqNOWXA46sQXtmuv,WP1AB2A57FLB57082,72256.0,DDC,consumer,1,36357.0,39589.0,35298.0,38436.0,,38000.0,,37448.0
3714,25tD5C8ibwS6LIGKdFJqiadwjnh,3VV2B7AX5JM198601,47714.0,DDC,consumer,1,27187.0,29608.0,26395.0,28746.0,,30500.0,,28003.0
3715,25tD9AFlQlXMdFMRanvWghJin8Y,,30000.0,MQL,consumer,1,28944.0,31568.0,28101.0,30649.0,,,,29812.0
3716,25TdJEP4Apzqan6bXcXitQ1pcbp,,10000.0,DDC,consumer,1,44269.0,48204.0,42980.0,46800.0,,,,45597.0
3717,25tDs9WLkgewf8JMSnOYAHE33qr,1G1FH3D75K0103633,642.0,DDC,consumer,1,46072.0,50171.0,44730.0,48710.0,,48500.0,,47454.0
3718,25TefWuGOguVzJBsMxtZyUFr30y,,83220.0,MQL,consumer,1,39261.0,42770.0,38117.0,41524.0,,,,40439.0
3719,25tF2o84a5fIgrP1GtxX3Hug3wW,1C4NJRAB5GD542589,138000.0,MQL,consumer,1,10423.0,11472.0,10119.0,11138.0,,,,10736.0
3720,25tGeATsR7iGEpgmKJbrFH7OmQQ,1C4PJMDX2KD406707,32596.0,DDC,consumer,1,33357.0,36324.0,32385.0,35266.0,,36300.0,0.0,36200.0
3721,25TIzHnwCyP45l6pKeNZaHAYc4y,WP0AB2A91JS123657,64971.0,MQL,consumer,1,115247.0,125588.0,111890.0,121930.0,,118700.0,0.0,118700.0
3722,25tL8wisqfUqkKZf4U00VoIr45a,WAUMFBFR1DA011023,107197.0,DDC,consumer,1,14576.0,15985.0,14151.0,15519.0,,15013.0,0.0,19500.0
3723,25tLSpjhbZPl0zdqx9PWw7ec0vT,1C6RR7LM5KS668475,77835.0,DDC,consumer,1,33413.0,36524.0,32440.0,35460.0,,39000.0,41000.0,39000.0
3724,25Tlv3hyh8eX391ldUohmyqZub1,WAUENAF46KA046191,15136.0,MQL,consumer,1,32230.0,47242.0,31291.0,45866.0,,40100.0,,33197.0
3725,25TmBYWKZxaEo2dQ8QrfYE1pKal,,15000.0,MQL,consumer,1,38671.0,42100.0,37545.0,40874.0,,,,39831.0
3726,25tokKu4m4xLT8sZaN4KQcCfUIm,,130000.0,MQL,consumer,1,17911.0,20150.0,17389.0,19563.0,,,,18448.0
3727,25ToZXEbkYHmNNAzws63aYpvFuk,5YJYGDED5MF119560,6306.0,DDC,consumer,1,76014.0,98655.0,73800.0,95782.0,,0.0,0.0,83500.0
3728,25tQDcmR727Hi5yiu1rSe0oc3q4,,84575.0,MQL,consumer,1,54277.0,59141.0,52696.0,57418.0,,,,55905.0
3729,25Tr9BMHGdbvdkZd9Hm26toyy0i,,25000.0,MQL,consumer,1,25602.0,27872.0,24856.0,27060.0,,,,26370.0
3730,25tRBHQRN8l0hESTwBUZfXyfwMC,1GNSKCKC4HR226519,84575.0,MQL,consumer,1,54277.0,59141.0,52696.0,57418.0,,56105.0,,55905.0
3731,25TRlPo8JH17zGoSIgbiyzTpd4a,,130000.0,MQL,consumer,1,16585.0,18069.0,16102.0,17543.0,,,,17083.0
3732,25TRSBB8iER6Tg2cadprSc4d0oD,,130000.0,MQL,consumer,1,16585.0,18069.0,16102.0,17543.0,,,,17083.0
3733,25TRvOreRaJqCrL4jSL2IFmg9kk,JF1VA1D69F8803879,113543.0,MQL,consumer,4,14997.0,16356.0,14560.0,15880.0,,15500.0,0.0,15447.0
3734,25tsxSyJXzEhsg238B95GnaxSCm,,85000.0,MQL,consumer,1,53972.0,58792.0,52400.0,57080.0,,,,55591.0
3735,25tTJ0svcUX9cxD3xBmP56jz952,2C3CDXJG5HH533639,107571.0,DDC,consumer,1,27583.0,30035.0,26780.0,29160.0,,,,28410.0
3736,25ttS0rYR7EzoqyiJwiEtrL3TQ6,,45000.0,MQL,consumer,1,57907.0,63077.0,56220.0,61240.0,,,,59644.0
3737,25tTZxvdBuD7D3BdaJuH8y7dgA1,2HGFC1F96JH108456,48246.0,MQL,consumer,1,22171.0,23334.0,21187.0,23103.0,,26300.0,,22171.0
3738,25tUBSzPOjNHMUyGFrKRxgWq0qq,3GCUKREC7GG345955,40319.0,DDC,consumer,1,27027.0,29427.0,26240.0,28570.0,,27838.0,39000.0,27838.0
3739,25TVP6B1zbv3KNfffOuJ0m6ERMm,,72000.0,MQL,consumer,1,36656.0,39997.0,35588.0,38832.0,,,,37756.0
3740,25TVQw3Q5wNmuWhFixAIz8Au0Xg,,129102.0,DDC,consumer,1,18180.0,19828.0,17650.0,19250.0,,,,18725.0
